rank,film_title,film_year,film_rating,link_url
761,The Machinist,2004,7.7,https://www.imdb.com/title/tt0361862/
762,Ray,2004,7.7,https://www.imdb.com/title/tt0350258/
763,Lost in Translation,2003,7.7,https://www.imdb.com/title/tt0335266/
764,Harry Potter and the Goblet of Fire,2005,7.7,https://www.imdb.com/title/tt0330373/
765,Man on Fire,2004,7.7,https://www.imdb.com/title/tt0328107/
766,Coraline,2009,7.7,https://www.imdb.com/title/tt0327597/
767,The Last Samurai,2003,7.7,https://www.imdb.com/title/tt0325710/
768,The Magdalene Sisters,2002,7.7,https://www.imdb.com/title/tt0318411/
769,21 Grams,2003,7.7,https://www.imdb.com/title/tt0315733/
770,Finding Neverland,2004,7.7,https://www.imdb.com/title/tt0308644/
771,Good Bye Lenin!,2003,7.7,https://www.imdb.com/title/tt0301357/
772,In America,2002,7.7,https://www.imdb.com/title/tt0298845/
773,I Am Sam,2001,7.7,https://www.imdb.com/title/tt0277027/
774,Adaptation.,2002,7.7,https://www.imdb.com/title/tt0268126/
775,Black Hawk Down,2001,7.7,https://www.imdb.com/title/tt0265086/
776,Road to Perdition,2002,7.7,https://www.imdb.com/title/tt0257044/
777,Das Experiment,2001,7.7,https://www.imdb.com/title/tt0250258/
778,Billy Elliot,2000,7.7,https://www.imdb.com/title/tt0249462/
779,Hedwig and the Angry Inch,2001,7.7,https://www.imdb.com/title/tt0248845/
780,Ocean's Eleven,2001,7.7,https://www.imdb.com/title/tt0240772/
781,Vampire Hunter D: Bloodlust,2000,7.7,https://www.imdb.com/title/tt0216651/
782,"O Brother, Where Art Thou?",2000,7.7,https://www.imdb.com/title/tt0190590/
783,Interstate 60: Episodes of the Road,2002,7.7,https://www.imdb.com/title/tt0165832/
784,"South Park: Bigger, Longer & Uncut",1999,7.7,https://www.imdb.com/title/tt0158983/
785,Office Space,1999,7.7,https://www.imdb.com/title/tt0151804/
786,Happiness,1998,7.7,https://www.imdb.com/title/tt0147612/
787,Training Day,2001,7.7,https://www.imdb.com/title/tt0139654/
788,Rushmore,1998,7.7,https://www.imdb.com/title/tt0128445/
789,Being John Malkovich,1999,7.7,https://www.imdb.com/title/tt0120601/
790,As Good as It Gets,1997,7.7,https://www.imdb.com/title/tt0119822/
791,The Fifth Element,1997,7.7,https://www.imdb.com/title/tt0119116/
792,Le Dîner de Cons,1998,7.7,https://www.imdb.com/title/tt0119038/
793,Donnie Brasco,1997,7.7,https://www.imdb.com/title/tt0119008/
794,Shine,1996,7.7,https://www.imdb.com/title/tt0117631/
795,Primal Fear,1996,7.7,https://www.imdb.com/title/tt0117381/
796,Hamlet,1996,7.7,https://www.imdb.com/title/tt0116477/
797,A Little Princess,1995,7.7,https://www.imdb.com/title/tt0113670/
798,Il Postino,1994,7.7,https://www.imdb.com/title/tt0110877/
799,Clerks,1994,7.7,https://www.imdb.com/title/tt0109445/
800,Short Cuts,1993,7.7,https://www.imdb.com/title/tt0108122/
801,Philadelphia,1993,7.7,https://www.imdb.com/title/tt0107818/
802,The Muppet Christmas Carol,1992,7.7,https://www.imdb.com/title/tt0104940/
803,Malcolm X,1992,7.7,https://www.imdb.com/title/tt0104797/
804,The Last of the Mohicans,1992,7.7,https://www.imdb.com/title/tt0104691/
805,Porco Rosso,1992,7.7,https://www.imdb.com/title/tt0104652/
806,Glengarry Glen Ross,1992,7.7,https://www.imdb.com/title/tt0104348/
807,A Few Good Men,1992,7.7,https://www.imdb.com/title/tt0104257/
808,Fried Green Tomatoes at the Whistle Stop Cafe,1991,7.7,https://www.imdb.com/title/tt0101921/
809,Boyz n the Hood,1991,7.7,https://www.imdb.com/title/tt0101507/
810,Barton Fink,1991,7.7,https://www.imdb.com/title/tt0101410/
811,Who Framed Roger Rabbit,1988,7.7,https://www.imdb.com/title/tt0096438/
812,The Vanishing,1988,7.7,https://www.imdb.com/title/tt0096163/
813,Withnail & I,1987,7.7,https://www.imdb.com/title/tt0094336/
814,The Last Emperor,1987,7.7,https://www.imdb.com/title/tt0093389/
815,Empire of the Sun,1987,7.7,https://www.imdb.com/title/tt0092965/
816,The Name of the Rose,1986,7.7,https://www.imdb.com/title/tt0091605/
817,The Purple Rose of Cairo,1985,7.7,https://www.imdb.com/title/tt0089853/
818,After Hours,1985,7.7,https://www.imdb.com/title/tt0088680/
819,Zelig,1983,7.7,https://www.imdb.com/title/tt0086637/
820,The Verdict,1982,7.7,https://www.imdb.com/title/tt0084855/
821,Star Trek II - The Wrath of Khan,1982,7.7,https://www.imdb.com/title/tt0084726/
822,First Blood,1982,7.7,https://www.imdb.com/title/tt0083944/
823,Ordinary People,1980,7.7,https://www.imdb.com/title/tt0081283/
824,Airplane!,1980,7.7,https://www.imdb.com/title/tt0080339/
825,The Castle of Cagliostro,1979,7.7,https://www.imdb.com/title/tt0079833/
826,The Tenant,1976,7.7,https://www.imdb.com/title/tt0074811/
827,Love and Death,1975,7.7,https://www.imdb.com/title/tt0073312/
828,The Taking of Pelham One Two Three,1974,7.7,https://www.imdb.com/title/tt0072251/
829,Blazing Saddles,1974,7.7,https://www.imdb.com/title/tt0071230/
830,Serpico,1973,7.7,https://www.imdb.com/title/tt0070666/
831,Enter The Dragon,1973,7.7,https://www.imdb.com/title/tt0070034/
832,Deliverance,1972,7.7,https://www.imdb.com/title/tt0068473/
833,A Fistful of Dynamite,1971,7.7,https://www.imdb.com/title/tt0067140/
834,The French Connection,1971,7.7,https://www.imdb.com/title/tt0067116/
835,Dirty Harry,1971,7.7,https://www.imdb.com/title/tt0066999/
836,Where Eagles Dare,1968,7.7,https://www.imdb.com/title/tt0065207/
837,The Odd Couple,1968,7.7,https://www.imdb.com/title/tt0063374/
838,The Dirty Dozen,1967,7.7,https://www.imdb.com/title/tt0061578/
839,Belle de Jour,1967,7.7,https://www.imdb.com/title/tt0061395/
840,A Man for All Seasons,1966,7.7,https://www.imdb.com/title/tt0060665/
841,Repulsion,1965,7.7,https://www.imdb.com/title/tt0059646/
842,Zulu,1964,7.7,https://www.imdb.com/title/tt0058777/
843,Goldfinger,1964,7.7,https://www.imdb.com/title/tt0058150/
844,The Birds,1963,7.7,https://www.imdb.com/title/tt0056869/
845,Cape Fear,1962,7.7,https://www.imdb.com/title/tt0055824/
846,Breakfast at Tiffany's,1961,7.7,https://www.imdb.com/title/tt0054698/
847,Peeping Tom,1960,7.7,https://www.imdb.com/title/tt0054167/
848,The Magnificent Seven,1960,7.7,https://www.imdb.com/title/tt0054047/
849,Eyes Without a Face,1960,7.7,https://www.imdb.com/title/tt0053459/
850,Invasion of the Body Snatchers,1956,7.7,https://www.imdb.com/title/tt0049366/
851,Rebel Without a Cause,1955,7.7,https://www.imdb.com/title/tt0048545/
852,The Ladykillers,1955,7.7,https://www.imdb.com/title/tt0048281/
853,Sabrina,1954,7.7,https://www.imdb.com/title/tt0047437/
854,The Quiet Man,1952,7.7,https://www.imdb.com/title/tt0045061/
855,The Day the Earth Stood Still,1951,7.7,https://www.imdb.com/title/tt0043456/
856,The African Queen,1951,7.7,https://www.imdb.com/title/tt0043265/
857,Gilda,1946,7.7,https://www.imdb.com/title/tt0038559/
858,The 39 Steps,1935,7.7,https://www.imdb.com/title/tt0026029/
859,The Invisible Man,1933,7.7,https://www.imdb.com/title/tt0024184/
860,The Farewell,2019,7.6,https://www.imdb.com/title/tt8637428/
861,The Lighthouse,2019,7.6,https://www.imdb.com/title/tt7984734/
862,Searching,2018,7.6,https://www.imdb.com/title/tt7668870/
863,Cold War,2018,7.6,https://www.imdb.com/title/tt6543652/
864,Loveless,2017,7.6,https://www.imdb.com/title/tt6304162/
865,The Florida Project,2017,7.6,https://www.imdb.com/title/tt5649144/
866,Gifted,2017,7.6,https://www.imdb.com/title/tt4481414/
867,The Peanut Butter Falcon,2019,7.6,https://www.imdb.com/title/tt4364194/
868,Victoria,2015,7.6,https://www.imdb.com/title/tt4226388/
869,Mustang,2015,7.6,https://www.imdb.com/title/tt3966404/
870,Guardians of the Galaxy: Vol. 2,2017,7.6,https://www.imdb.com/title/tt3896198/
871,Baby Driver,2017,7.6,https://www.imdb.com/title/tt3890160/
872,Only the Brave,2017,7.6,https://www.imdb.com/title/tt3829920/
873,Bridge of Spies,2015,7.6,https://www.imdb.com/title/tt3682448/
874,Incredibles 2,2018,7.6,https://www.imdb.com/title/tt3606756/
875,Moana,2016,7.6,https://www.imdb.com/title/tt3521164/
876,Sicario,2015,7.6,https://www.imdb.com/title/tt3397884/
877,Creed,2015,7.6,https://www.imdb.com/title/tt3076658/
878,Leviathan,2014,7.6,https://www.imdb.com/title/tt2802154/
879,Hell or High Water,2016,7.6,https://www.imdb.com/title/tt2582782/
880,Philomena,2013,7.6,https://www.imdb.com/title/tt2431286/
881,Dawn of the Planet of the Apes,2014,7.6,https://www.imdb.com/title/tt2103281/
882,The Body,2012,7.6,https://www.imdb.com/title/tt1937149/
883,The Raid,2011,7.6,https://www.imdb.com/title/tt1899353/
884,End of Watch,2012,7.6,https://www.imdb.com/title/tt1855199/
885,Arrietty,2010,7.6,https://www.imdb.com/title/tt1568921/
886,127 Hours,2010,7.6,https://www.imdb.com/title/tt1542344/
887,True Grit,2010,7.6,https://www.imdb.com/title/tt1403865/
888,In a Better World,2010,7.6,https://www.imdb.com/title/tt1340107/
889,Despicable Me,2010,7.6,https://www.imdb.com/title/tt1323594/
890,Rise of the Planet of the Apes,2011,7.6,https://www.imdb.com/title/tt1318514/
891,50/50,2011,7.6,https://www.imdb.com/title/tt1306980/
892,Kick-Ass,2010,7.6,https://www.imdb.com/title/tt1250777/
893,Cell 211,2009,7.6,https://www.imdb.com/title/tt1242422/
894,Moneyball,2011,7.6,https://www.imdb.com/title/tt1210166/
895,The Skin I Live In,2011,7.6,https://www.imdb.com/title/tt1189073/
896,Zombieland,2009,7.6,https://www.imdb.com/title/tt1156398/
897,Boy A,2007,7.6,https://www.imdb.com/title/tt1078188/
898,The Wave,2008,7.6,https://www.imdb.com/title/tt1063669/
899,Sherlock Holmes,2009,7.6,https://www.imdb.com/title/tt0988045/
900,5 Centimetres Per Second,2007,7.6,https://www.imdb.com/title/tt0983213/
901,The Hurt Locker,2008,7.6,https://www.imdb.com/title/tt0887912/
902,The Blind Side,2009,7.6,https://www.imdb.com/title/tt0878804/
903,The Visitor,2007,7.6,https://www.imdb.com/title/tt0857191/
904,Superbad,2007,7.6,https://www.imdb.com/title/tt0829482/
905,Seven Pounds,2008,7.6,https://www.imdb.com/title/tt0814314/
906,Eastern Promises,2007,7.6,https://www.imdb.com/title/tt0765443/
907,Stardust,2007,7.6,https://www.imdb.com/title/tt0486655/
908,The Secret of Kells,2009,7.6,https://www.imdb.com/title/tt0485601/
909,Inside Man,2006,7.6,https://www.imdb.com/title/tt0454848/
910,Gone Baby Gone,2007,7.6,https://www.imdb.com/title/tt0452623/
911,Chinjeolhan geumjassi,2005,7.6,https://www.imdb.com/title/tt0451094/
912,La Vie En Rose,2007,7.6,https://www.imdb.com/title/tt0450188/
913,Fearless,2006,7.6,https://www.imdb.com/title/tt0446059/
914,The Illusionist,2006,7.6,https://www.imdb.com/title/tt0443543/
915,Volver,2006,7.6,https://www.imdb.com/title/tt0441909/
916,Thank You for Smoking,2005,7.6,https://www.imdb.com/title/tt0427944/
917,Dead Man's Shoes,2004,7.6,https://www.imdb.com/title/tt0419677/
918,Harry Potter and the Half-Blood Prince,2009,7.6,https://www.imdb.com/title/tt0417741/
919,300,2006,7.6,https://www.imdb.com/title/tt0416449/
920,Match Point,2005,7.6,https://www.imdb.com/title/tt0416320/
921,Watchmen,2009,7.6,https://www.imdb.com/title/tt0409459/
922,Lord of War,2005,7.6,https://www.imdb.com/title/tt0399295/
923,Saw,2004,7.6,https://www.imdb.com/title/tt0387564/
924,"Synecdoche, New York",2008,7.6,https://www.imdb.com/title/tt0383028/
925,Mysterious Skin,2004,7.6,https://www.imdb.com/title/tt0370986/
926,Love Me If You Dare,2003,7.6,https://www.imdb.com/title/tt0364517/
927,A Very Long Engagement,2004,7.6,https://www.imdb.com/title/tt0344510/
928,The Station Agent,2003,7.6,https://www.imdb.com/title/tt0340377/
929,Love Actually,2003,7.6,https://www.imdb.com/title/tt0314331/
930,Sympathy for Mr. Vengeance,2002,7.6,https://www.imdb.com/title/tt0310775/
931,25th Hour,2002,7.6,https://www.imdb.com/title/tt0307901/
932,The Life of David Gale,2003,7.6,https://www.imdb.com/title/tt0289992/
933,The Butterfly Effect,2004,7.6,https://www.imdb.com/title/tt0289879/
934,28 Days Later...,2002,7.6,https://www.imdb.com/title/tt0289043/
935,Battle Royale,2000,7.6,https://www.imdb.com/title/tt0266308/
936,The Royal Tenenbaums,2001,7.6,https://www.imdb.com/title/tt0265666/
937,Y Tu Mamá También,2001,7.6,https://www.imdb.com/title/tt0245574/
938,Harry Potter and the Philosopher's Stone,2001,7.6,https://www.imdb.com/title/tt0241527/
939,The Others,2001,7.6,https://www.imdb.com/title/tt0230600/
940,Blow,2001,7.6,https://www.imdb.com/title/tt0221027/
941,Enemy at the Gates,2001,7.6,https://www.imdb.com/title/tt0215750/
942,Traffic,2000,7.6,https://www.imdb.com/title/tt0181865/
943,Minority Report,2002,7.6,https://www.imdb.com/title/tt0181689/
944,The Hurricane,1999,7.6,https://www.imdb.com/title/tt0174856/
945,American Psycho,2000,7.6,https://www.imdb.com/title/tt0144084/
946,Run Lola Run,1998,7.6,https://www.imdb.com/title/tt0130827/
947,The Thin Red Line,1998,7.6,https://www.imdb.com/title/tt0120863/
948,Mulan,1998,7.6,https://www.imdb.com/title/tt0120762/
949,Fear and Loathing in Las Vegas,1998,7.6,https://www.imdb.com/title/tt0120669/
950,Funny Games,1997,7.6,https://www.imdb.com/title/tt0119167/
951,Dark City,1998,7.6,https://www.imdb.com/title/tt0118929/
952,Sleepers,1996,7.6,https://www.imdb.com/title/tt0117665/
953,Lost Highway,1997,7.6,https://www.imdb.com/title/tt0116922/
954,Sense and Sensibility,1995,7.6,https://www.imdb.com/title/tt0114388/
955,Die Hard: With a Vengeance,1995,7.6,https://www.imdb.com/title/tt0112864/
956,Dead Man,1995,7.6,https://www.imdb.com/title/tt0112817/
957,The Bridges of Madison County,1995,7.6,https://www.imdb.com/title/tt0112579/
958,Apollo 13,1995,7.6,https://www.imdb.com/title/tt0112384/
959,Three Colours: White,1994,7.6,https://www.imdb.com/title/tt0111507/
960,The Crow,1994,7.6,https://www.imdb.com/title/tt0109506/
961,Falling Down,1993,7.6,https://www.imdb.com/title/tt0106856/
962,Dazed and Confused,1993,7.6,https://www.imdb.com/title/tt0106677/
963,My Cousin Vinny,1992,7.6,https://www.imdb.com/title/tt0104952/
964,Delicatessen,1991,7.6,https://www.imdb.com/title/tt0101700/
965,The Hunt for Red October,1990,7.6,https://www.imdb.com/title/tt0099810/
966,Home Alone,1990,7.6,https://www.imdb.com/title/tt0099785/
967,The Godfather Part III,1990,7.6,https://www.imdb.com/title/tt0099674/
968,When Harry Met Sally,1989,7.6,https://www.imdb.com/title/tt0098635/
969,National Lampoon's Winter Holiday,1989,7.6,https://www.imdb.com/title/tt0097958/
970,The Little Mermaid,1989,7.6,https://www.imdb.com/title/tt0097757/
971,The Naked Gun: From the Files of Police Squad!,1988,7.6,https://www.imdb.com/title/tt0095705/
972,Dangerous Liaisons,1988,7.6,https://www.imdb.com/title/tt0094947/
973,"Planes, Trains & Automobiles",1987,7.6,https://www.imdb.com/title/tt0093748/
974,Lethal Weapon,1987,7.6,https://www.imdb.com/title/tt0093409/
975,The Fly,1986,7.6,https://www.imdb.com/title/tt0091064/
976,Indiana Jones and the Temple of Doom,1984,7.6,https://www.imdb.com/title/tt0087469/
977,Blood Simple,1984,7.6,https://www.imdb.com/title/tt0086979/
978,The Secret of NIMH,1982,7.6,https://www.imdb.com/title/tt0084649/
979,On Golden Pond,1981,7.6,https://www.imdb.com/title/tt0082846/
980,Mad Max 2,1981,7.6,https://www.imdb.com/title/tt0082694/
981,The Warriors,1979,7.6,https://www.imdb.com/title/tt0080120/
982,The Muppet Movie,1979,7.6,https://www.imdb.com/title/tt0079588/
983,Escape from Alcatraz,1979,7.6,https://www.imdb.com/title/tt0079116/
984,Watership Down,1978,7.6,https://www.imdb.com/title/tt0078480/
985,Midnight Express,1978,7.6,https://www.imdb.com/title/tt0077928/
986,Close Encounters of the Third Kind,1977,7.6,https://www.imdb.com/title/tt0075860/
987,Robin Hood,1973,7.6,https://www.imdb.com/title/tt0070608/
988,And Now for Something Completely Different,1971,7.6,https://www.imdb.com/title/tt0066765/
989,Kelly's Heroes,1970,7.6,https://www.imdb.com/title/tt0065938/
990,The Jungle Book,1967,7.6,https://www.imdb.com/title/tt0061852/
991,Blow-Up,1966,7.6,https://www.imdb.com/title/tt0060176/
992,Pierrot le Fou,1965,7.6,https://www.imdb.com/title/tt0059592/
993,A Hard Day's Night,1964,7.6,https://www.imdb.com/title/tt0058182/
994,Le Mépris,1963,7.6,https://www.imdb.com/title/tt0057345/
995,Giant,1956,7.6,https://www.imdb.com/title/tt0049261/
996,From Here to Eternity,1953,7.6,https://www.imdb.com/title/tt0045793/
997,The Lady from Shanghai,1947,7.6,https://www.imdb.com/title/tt0040525/
998,Lifeboat,1944,7.6,https://www.imdb.com/title/tt0037017/
999,Snow White and the Seven Dwarfs,1937,7.6,https://www.imdb.com/title/tt0029583/
